usim	latitude	longitude
01231314720	37.556	126.975
01231315645	37.496	127.039
01227587577	35.15	129.024
01231316348	33.248	126.564
01231316232	37.59	127.009
01231321792	37.276	127.016
01231322105	37.281	127.112
01227587491	35.161	129.063
01231322036	37.538	127.124
01231322548	37.414	126.676
01231316092	37.604	127.023
01231321497	37.556	126.975
01231321175	37.556	126.975
01231321325	37.556	126.976
01231321667	37.556	126.975
01227587208	35.155	129.06
01231321671	37.556	126.975
01231321545	37.556	126.975
01231321109	37.556	126.975
01231321148	37.556	126.975
01231321417	37.556	126.975
01231321491	37.556	126.975
01231321259	37.556	126.975
01231315943	37.216	126.958
01227587262	35.196	129.103
01231321204	37.556	126.975
01231321453	37.556	126.975
01231321631	37.556	126.975
01231322061	37.463	126.68
01231321534	37.556	126.975
01231321244	37.556	126.975
01231322075	37.275	126.974
01231316043	37.497	127.054
01231321621	37.556	126.975
01231321627	37.556	126.975
01231316066	37.377	127.113
01231321988	37.35	127.109
01231322195	37.503	126.948
01231315809	37.129	126.922
01227587551	35.153	129.058
01231315928	37.494	126.49
01231316121	37.521	126.742
01231322556	37.542	126.728
01231321421	37.589	126.944
01231316080	37.554	126.937
01231321520	37.621	126.926
01231322034	37.452	126.719
01231321598	37.579	126.89
01231322090	37.508	127.125
01231322427	37.392	126.649
01231322149	37.539	127.124
01231315867	37.539	127.201
01231321972	37.502	127.126
01231316061	37.482	126.914
01231321904	37.321	127.094
01231321576	37.557	126.937
01231321573	37.61	126.929
01231321708	37.484	127.013
01231321773	37.0	127.113
01231321625	37.558	126.945
01231315744	37.505	127.048
01231315899	37.35	127.111
01231322093	37.491	127.03
01231316047	37.506	127.024
01231322125	37.067	127.061
01231315972	37.246	127.062
01231322462	37.604	126.722
01231322170	37.397	126.727
01231321844	37.554	127.154
01231315302	37.517	127.039
01231315926	37.5	127.035
01231316225	35.154	126.848
01231316331	34.805	126.425
01231315920	34.951	127.519
01231316059	33.492	126.489
01231322510	37.592	126.676
01231315839	34.955	127.531
01231316201	34.761	127.674
01231315936	37.527	127.03
01231316207	35.833	127.1
01231316380	33.249	126.561
01231316304	33.251	126.424
01231316098	34.948	127.53
01231315804	34.94	127.503
01231322602	37.499	126.929
01231322002	37.385	127.125
01231316083	35.842	127.126
01231315668	37.524	126.805
01231315527	37.483	126.93
01231315611	35.147	126.928
01231316195	35.835	127.116
01231316063	34.74	127.731
01227587632	35.534	129.322
01231322072	37.655	126.772
01231316336	35.966	126.715
01231321716	37.751	126.768
01231321609	37.574	126.917
01231322442	37.601	126.657
01231322067	37.667	126.799
01231322148	37.505	127.107
01231316077	35.171	126.864
01231321590	37.303	127.008
01231322833	35.883	129.227
01231322832	35.885	128.591
01231322564	35.863	128.6
01231316075	37.243	127.031
01231322496	35.963	128.937
01227587611	36.116	128.338
01231322937	35.818	128.534
01231322773	36.097	128.426
01231322927	35.97	129.402
01231316247	33.499	126.529
01227587672	35.811	128.754
01231315343	35.19	126.814
01231322280	36.107	128.42
01231323077	35.976	129.413
01231322846	35.844	129.213
01227500783	35.877	128.629
01227587812	35.809	128.512
01231316215	35.816	127.122
01231300161	36.082	129.397
01227729699	35.941	128.562
01231322946	35.922	128.639
01231321678	36.877	127.15
01231316369	33.487	126.431
01227587729	36.576	128.489
01227587321	35.863	128.618
01231322103	36.328	127.428
01231323066	35.864	129.213
01231322975	35.859	128.611
01231322932	35.823	128.737
01227587427	36.077	128.414
01227587457	35.825	128.61
01231322987	35.932	128.55
01231316065	37.263	127.033
01231321923	37.139	128.211
01227587779	36.111	128.339
01231316024	33.5	126.528
01231321934	36.203	127.088
01231321880	36.81	127.109
01227587701	35.553	129.32
01231322111	36.374	127.319
01231323042	35.866	128.724
01231321695	36.799	127.126
01231322945	35.855	128.494
01231321855	36.643	127.426
01231322006	37.296	126.862
01231322026	37.336	126.811
01231321715	36.362	127.377
01231321081	37.569	126.983
01231322185	36.818	127.156
01231322136	36.351	127.387
01227587589	35.819	128.64
01231316015	37.583	127.053
01231322101	36.636	127.489
01231316105	37.619	127.018
01231321355	37.614	126.834
01227587248	35.329	129.013
01227587945	35.241	128.585
01231322862	35.863	128.694
01231316138	37.527	126.863
01231316309	37.593	127.016
01231315419	37.48	126.884
01231321791	36.794	127.126
01231315758	37.491	126.855
01227587484	36.155	128.431
01231321966	37.522	126.924
01231316178	37.57	127.023
01227587511	35.855	128.552
01227587479	35.188	129.081
01231316127	37.492	126.724
01231321769	37.599	127.098
01231322119	36.345	127.34
01231321864	36.299	127.335
01227587648	35.146	129.111
01231315751	33.485	126.478
01231321795	36.982	127.942
01231315907	37.517	126.842
01231321256	36.629	127.505
01231322079	37.544	126.968
01231321504	36.306	127.456
01231315986	37.601	127.142
01227500358	35.242	129.214
01231316082	37.442	129.167
01231321423	36.835	127.138
01231315794	37.549	126.867
01231315855	37.626	127.025
01231321607	37.577	127.038
01231315729	37.563	127.08
01231321482	37.571	126.982
01231321961	36.634	127.463
01231322361	35.146	126.918
01231321488	37.57	126.979
01231316205	37.562	127.034
01231316141	37.77	128.913
01231316006	37.522	129.114
01231316263	37.753	128.896
01231316007	37.852	127.752
01231316208	37.578	127.057
01231322691	35.92	128.596
01231321919	37.738	127.044
01231316175	37.343	127.929
01231322419	37.351	126.742
01231316052	37.755	128.894
01231322011	37.517	127.103
01231316060	37.349	127.95
01231322959	35.804	128.501
01231322709	36.026	129.36
01227587592	35.31	129.005
01231315988	37.541	126.839
01231314742	36.339	127.39
01231315817	37.33	127.948
01231315858	37.592	127.052
01231316224	37.58	127.088
01231322043	37.606	127.095
01231321778	37.67	126.76
01231316330	37.554	126.969
01231315973	37.531	126.846
01231316174	37.331	127.948
01231315937	37.509	126.887
01231322974	35.842	129.212
01231316081	37.627	127.077
01231322966	36.123	128.114
01227587861	35.098	128.92
01231321977	37.739	127.048
01227587391	35.818	128.537
01227587461	35.077	128.976
01227587594	35.224	128.685
01227500385	35.245	129.215
01227587555	35.231	129.084
01231321981	37.677	126.811
01227579147	35.258	129.091
01227587765	35.08	128.97
01231316064	37.377	126.853
01231322499	37.527	126.722
01231322042	37.534	126.901
01227587644	35.858	128.53
01231320732	37.48	126.88
01227587744	35.498	129.421
01231322056	37.277	127.153
01227587794	34.889	128.621
01227587568	35.153	128.106
01231321924	37.469	126.897
01227587138	35.194	128.082
01227587802	35.532	129.309
01227587718	35.813	128.731
01231314733	37.588	126.944
01231322032	37.519	126.889
01227587187	35.254	128.612
01227587694	35.239	128.654
01231315653	37.489	126.891
01231315982	38.203	128.59
01227587954	35.156	128.698
01227587541	35.237	129.088
01231316139	37.639	127.026
01231322077	37.561	126.838
01231321574	36.713	127.429
01231321547	37.555	126.909
01227587542	35.164	129.039
01227587586	35.164	129.05
01231321613	37.563	126.975
01231300108	36.148	128.31
01231321426	37.563	126.982
01231322288	37.424	126.749
01231316376	34.805	126.422
01227587647	35.307	128.734
01231322023	37.565	127.016
01231321931	37.597	127.093
01231316230	37.54	126.949
01227587691	35.178	128.091
01231322505	37.461	126.735
01231316029	37.318	126.836
01227587640	35.248	129.091
01231322153	36.481	127.259
01227587775	35.102	128.81
01231315389	37.481	126.883
01227587628	36.151	128.329
01231322318	37.459	126.689
01231316130	37.552	126.849
01231321645	36.353	127.34
01231316170	37.624	127.026
01231322142	37.54	127.128
01231321486	37.489	126.752
01231315530	37.851	127.744
01231321779	37.274	127.115
01231321575	37.485	126.81
01227587478	35.157	129.056
01231315955	37.239	127.056
01227587367	35.244	129.216
01223132184	37.345	126.748
01231320969	37.569	126.985
01231321617	37.478	126.795
01231316186	37.892	127.053
01231316162	34.801	126.423
01231315764	37.879	127.728
01231322091	37.665	127.057
01231322081	37.275	127.043
01231316234	37.864	127.72
01231315581	37.146	127.069
01231322120	37.602	127.079
01231315914	37.344	127.928
01231315885	37.17	127.065
01231322563	37.369	126.73
01231316252	35.95	126.938
01231322021	37.261	127.034
01231321873	37.252	127.073
01231321797	37.535	127.131
01231316020	37.498	127.06
01231321869	37.716	127.18
01231322088	37.059	127.066
01231322039	37.656	126.774
01231321914	37.08	127.063
01231321789	37.751	126.766
01231320978	36.282	126.912
01231316019	37.612	127.03
01231321926	37.493	127.015
01231321974	37.41	127.128
01231322396	37.621	126.72
01231321519	37.273	126.953
01231322919	35.82	128.64
01231321728	37.44	126.784
01231322722	35.943	128.563
01231300450	36.138	128.419
01227587556	36.099	128.425
01231315637	37.554	127.01
01231315828	37.503	126.85
01231321965	37.633	126.831
01231321053	36.33	127.441
01231316056	37.406	126.971
01231321336	37.568	126.979
01227587787	35.234	128.865
01227587014	35.315	129.004
01231321915	36.105	127.491
01231316120	37.398	126.922
01227587512	35.167	129.14
01227587523	35.106	128.966
01231322533	37.619	126.719
01231321861	36.686	126.832
01227587619	35.188	129.126
01231322323	37.451	126.657
01231316041	37.318	126.833
01231321334	37.505	126.752
01231315880	37.312	126.83
01231315889	37.494	126.9
01231316283	37.339	127.922
01231316271	37.444	129.163
0123131519	37.273	126.953
01231321871	36.646	126.676
01231322104	36.352	127.378
01231321606	36.81	127.793
01231316117	37.514	127.06
01231316037	37.651	127.142
01231322263	35.148	126.915
01231316210	37.875	127.737
01231321938	37.748	127.045
01231315686	37.227	128.817
01231315946	37.664	127.042
01231322143	36.35	126.594
01231322078	36.811	127.105
01231315803	37.596	127.06
01231322200	36.512	127.248
01231321867	37.492	126.926
01231321395	36.34	127.421
01227587162	35.161	129.114
01227587922	35.237	128.582
01227587707	35.195	129.13
01227587780	35.858	128.464
01231322107	37.297	126.993
01231322018	37.555	126.923
01231315853	34.791	126.384
01231315979	37.64	127.068
01227587465	35.098	129.029
01231321820	37.553	126.918
01227587903	35.554	129.321
01231322080	37.573	127.015
01231315761	37.873	127.743
01231321539	37.611	126.916
01231322753	35.852	129.224
01231323024	36.093	128.431
01231322929	36.028	129.371
01227587516	35.149	129.012
01227587487	35.961	128.936
01231322750	35.841	129.188
01227587740	36.564	128.714
01231316026	35.106	126.904
01227587686	36.076	128.407
01231321674	37.254	127.027
01227587041	35.102	129.027
01227500747	35.205	129.079
01231315915	35.175	126.81
01231322412	35.204	126.897
01231300488	36.09	129.387
01231322673	36.07	129.391
01231322102	37.541	126.948
01231322424	37.46	126.708
01231315789	36.007	127.662
01231321943	37.635	126.831
01231321582	37.601	127.034
01227587281	35.234	129.01
01227587722	35.223	128.683
01231316087	37.52	126.805
01231322098	37.478	126.854
01231321628	37.501	126.775
01231321610	37.314	126.863
01231321302	37.487	126.81
01227587171	35.202	128.807
01231316068	37.447	126.884
01227587566	35.223	128.685
01231316226	37.565	126.984
01227587505	35.235	129.012
01227587284	35.237	128.866
01227587294	35.237	128.866
01227587857	35.63	129.34
01227587733	35.559	129.343
01227587952	34.937	128.086
01227587381	35.179	128.112
01227587727	35.216	128.685
01231322044	35.139	129.062
01227587677	35.154	129.118
01231322866	35.87	128.601
01231316284	37.528	126.966
01231322380	36.347	127.384
01231321800	37.547	126.953
01231321418	37.296	126.833
01231322260	37.296	126.833
01231322189	37.296	126.832
01231321874	37.296	126.832
01231322016	37.296	126.832
01231321556	37.296	126.832
01231321865	38.143	128.602
01231321169	38.415	128.386
01231322085	33.3	126.205
01231321745	38.605	128.357
01231321347	35.348	126.598
01231322220	33.55	126.75
01231322171	36.889	126.615
01231321690	35.894	127.773
01231321806	36.791	128.272
01231322182	36.327	126.557
01231321389	36.541	127.797
01231321835	37.231	127.748
01231322151	36.272	126.92
01231321247	37.218	128.821
01231321733	35.687	126.556
01231322216	33.258	126.498
01231322068	36.79	126.452
01231321670	36.142	126.751
01231321840	38.268	128.252
01231322438	38.289	128.521
01231321763	36.573	128.701
01231321541	35.373	127.138
01231321150	37.346	129.086
01231321686	37.261	128.595
01231321249	35.525	126.552
01231321531	36.538	126.33
01231321513	38.097	127.985
01231321663	36.533	129.409
01231321828	36.092	127.794
01231321470	38.093	127.277
01231321496	37.181	128.457
01231321529	37.181	128.457
01231322001	36.661	128.888
01231321906	36.346	127.793
01231322267	36.823	126.257
01231321765	35.732	127.803
01231321892	36.973	127.623
01231321917	36.248	127.613
01231322239	36.061	127.067
01231321187	37.986	128.111
01231321735	37.237	129.342
01231321611	37.43	128.664
01231321342	35.493	126.929
01231321766	37.275	128.269
01231321930	36.241	129.215
01231321841	38.085	127.52
01231321900	36.388	129.084
01231321928	36.707	127.727
01231321883	36.423	126.779
01231321757	36.639	127.44
01231321639	36.221	127.971
01231321999	36.173	126.528
01231321913	36.868	127.975
01231320641	37.122	128.952
01231321182	36.675	126.136
01231322092	33.354	126.813
01231321601	38.221	127.669
01231322382	37.337	127.947
01231321571	36.762	127.292
01231321180	35.173	126.891
01231300253	37.323	127.976
01232971645	35.535	129.293
01232971934	35.389	129.344
01232971160	37.398	126.739
01232971986	35.992	126.71
01232972313	37.254	126.498
01232972320	37.453	126.619
01232972304	37.597	126.786
01232973623	34.523	127.145
01232971938	37.422	126.425
01232971988	34.843	128.225
01232973542	34.466	127.453
01232971702	34.896	128.614
01232971517	35.194	128.573
01232971920	36.961	126.844
01232972483	35.222	129.23
01232971797	35.989	129.554
01232971949	35.503	129.386
01232971164	35.726	126.531
01232973352	35.179	129.206
01232971526	37.437	129.192
01232971668	35.391	126.407
01232971821	35.617	126.303
01232972390	35.054	128.971
01232971745	38.446	128.456
01232971681	37.547	129.117
01232973273	35.069	129.081
01232971868	34.839	128.418
01231329157	38.198	128.594
01232971923	35.442	129.353
01232972303	37.453	126.612
01232972159	34.78	126.38
01232972016	35.355	129.343
01232972098	38.328	128.525
01232971948	36.901	126.206
01232971876	34.926	128.079
01232973483	35.675	126.527
01232973281	34.848	126.227
01232971768	34.48	126.938
01232971719	35.103	128.958
01232972227	36.622	126.285
01232972255	35.084	128.999
01232973373	34.449	126.822
01232972458	35.154	129.13
01232972402	34.804	126.365
01232973585	34.92	128.525
01232973466	34.926	128.079
01232971844	37.769	128.954
01232971825	35.158	129.171
01232972224	34.613	127.72
01232973108	34.478	127.798
01232971887	34.638	127.723
01232972279	36.008	126.663
01232971805	38.122	128.631
01232972253	34.334	127.075
01232973687	35.449	126.426
01232972423	34.366	126.136
01232973588	35.624	126.47
01232973704	34.379	126.306
01232971933	34.448	126.927
01232973375	36.961	126.333
01232971864	36.509	129.447
01232971820	37.192	126.646
01232971635	37.186	126.652
01232971699	34.472	126.752
01232971531	38.078	128.672
01232972185	34.926	128.064
01232971855	36.081	126.625
01232971720	37.377	129.253
01232973222	36.675	126.136
01232971735	38.155	128.609
01232971740	38.171	128.607
01232972294	35.108	128.926
01232972793	36.131	126.502
01232971724	38.326	128.528
01232971729	38.38	128.467
01232971259	38.368	128.512
01232973207	36.535	126.467
01232972206	37.115	126.683
01232971913	37.005	126.451
01232971818	36.043	129.37
01232972346	35.88	129.518
01232971378	36.031	129.382
01232971811	36.11	129.431
01232971965	37.293	126.577
01232972443	34.794	128.383
01232972259	34.96	128.321
01232971712	37.793	128.918
01232971438	35.211	126.375
01232972236	34.786	126.392
01232972281	37.638	126.542
01232972448	34.382	126.94
01232971556	34.989	128.408
01232971956	34.529	127.439
01232971484	37.491	126.621
01232972354	34.996	128.476
01232972103	35.068	129.065
01232973738	34.721	125.937
01232971180	35.361	126.444
01232971827	35.614	129.451
01232972007	34.684	125.442
01232971196	37.028	126.561
01232971867	35.142	128.671
01232971848	35.092	128.79
01232971829	34.843	128.435
01232971372	36.585	126.315
01232971203	36.776	126.131
01232963026	34.923	127.695
01232973026	34.923	127.695
01232972278	34.967	127.757
01232971838	36.828	126.327
01232971522	34.826	128.359
01232972416	34.682	125.192
01232972059	34.891	128.696
01232972397	34.762	128.475
01232971808	34.867	128.728
01232973497	34.99	128.681
01232971932	36.68	129.453
01232971982	36.063	129.387
01232971823	35.483	129.431
01232971284	34.436	126.884
01232971851	36.226	126.079
01232972025	35.76	129.491
01232971915	35.822	126.475
01232971824	37.229	129.343
01232972107	35.081	128.955
01232971048	34.179	126.857
01232972289	35.043	126.203
01232971382	35.07	129.018
01232972180	35.938	126.53
01232973379	36.158	126.499
01232972081	35.809	129.506
01232972021	36.985	126.739
01232971368	34.948	127.863
01232971812	35.104	128.497
01232972108	36.971	126.781
01232971541	37.535	126.917
01232972389	33.517	126.528
01232972151	36.4	126.427
01232973748	34.726	127.721
01232971870	34.944	127.781
01232971896	35.102	128.48
01232972333	36.438	126.518
01232972104	36.504	126.334
01232971987	37.7	126.38
01232971991	34.947	127.874
01232972266	35.202	128.58
01232972012	35.807	126.412
01232972257	37.046	126.526
01232971605	35.591	129.449
01232971929	35.068	128.63
01232971041	34.565	126.999
01232973310	36.672	126.273
01232972335	35.692	129.474
01232972160	36.695	126.227
01232972057	36.68	126.152
01232971343	35.84	126.49
01232971769	36.803	126.147
01232972310	36.726	126.141
01232971767	34.715	128.584
01232973356	34.298	126.527
01232972200	34.318	126.602
01232971971	35.092	128.611
01232973577	34.632	127.031
01232972407	37.558	126.608
01232970749	37.66	125.702
01232971386	34.633	128.265
01232972167	34.803	126.119
01232971884	35.57	126.264
01232971974	34.729	127.729
01232971346	33.214	126.252
01232972010	34.804	128.695
01232970936	34.721	127.704
01232973315	35.117	128.893
01232972362	33.558	126.74
01232972075	37.288	129.317
01232971788	37.826	124.715
01232972051	35.098	128.927
01232972213	34.904	128.275
01232970246	35.011	128.827
01232972337	36.001	126.72
01232971692	35.092	129.025
01232971428	34.66	127.47
01232973455	34.83	128.704
01232970621	34.703	127.406
01232972113	35.089	129.026
01232972215	37.956	124.735
01232971787	37.31	129.294
01232971994	37.956	124.735
01232971711	37.431	129.188
01232971249	33.528	126.854
01232971637	34.518	127.244
01232972422	35.179	129.206
01232972272	34.169	126.653
01232972141	34.484	127.338
01232972154	37.566	126.985
01232971291	37.645	126.342
01232971170	34.63	127.18
01232972348	33.239	126.562
01232972254	37.835	128.875
01232972250	35.028	128.815
01232972177	38.502	128.428
01232972248	33.237	126.336
01232972101	36.359	129.39
01232971272	36.319	129.379
01232972217	33.27	126.662
01231329282	33.225	126.299
01232972866	36.588	126.457
01232973324	36.516	126.482
01232971970	34.773	128.64
01232972801	36.406	129.427
01231328426	34.595	127.805
01232972028	34.427	127.073
01232972989	36.89	126.825
01232971957	34.252	125.918
01231328771	34.814	127.41
01232971151	34.338	126.476
01232972176	33.471	126.929
01232972256	34.166	126.593
01232971828	38.272	128.556
01232971274	34.452	126.465
01232971017	34.808	127.833
01232973287	36.102	126.617
01232972168	35.201	126.143
01232971952	34.967	127.972
01232971785	34.715	128.584
01232971365	36.034	126.554
01232972258	34.94	128.717
01232972020	34.9	128.164
01232971852	35.259	129.244
01232972300	34.715	128.584
01232973388	36.56	128.735
01232972428	34.715	128.584
01232971644	35.325	129.276
01232971173	35.138	126.144
01232972902	36.589	126.314
01231329186	33.326	126.845
01232971596	35.096	128.717
01232971806	37.894	128.831
01232972285	37.905	128.829
01232971450	38.009	128.731
01232971856	37.98	128.762
01232971628	35.16	129.139
01232972127	35.157	129.151
01232971866	35.933	129.526
01232973450	34.846	127.914
01232973346	34.917	128.032
01232972183	37.686	129.04
01232971260	37.735	128.989
01232971282	36.828	129.445
01232971229	36.119	125.98
01232972233	37.018	126.462
01232973188	35.998	129.457
01232971424	34.737	127.743
01232971504	37.652	129.048
01232972336	36.624	126.368
01232972069	36.605	126.411
01232971139	34.351	126.474
01232971700	34.05	125.129
01232971538	34.737	127.858
01232972414	34.717	127.992
01232972316	37.541	129.112
01232972288	34.793	128.052
01232970885	37.251	126.115
01232971240	37.611	125.707
01232971309	36.327	126.508
01232970904	33.52	126.534
01232971458	35.992	126.71
01232972343	37.53	126.337
01232971592	35.5	129.435
01232971814	35.094	128.899
01232972314	35.132	129.115
01232973086	35.36	126.447
01232973061	35.239	126.449
01232971657	36.87	128.525
01232971431	37.527	126.712
01232971553	37.531	127.08
01232973549	37.176	127.053
01232971871	35.872	127.076
01232972363	35.843	127.124
01232972598	37.477	126.631
01232973338	37.516	127.137
01232972894	37.477	126.88
01232971513	37.422	126.751
01232973255	36.247	127.621
01232972715	37.523	126.896
01232970753	35.276	126.512
01232971218	37.848	127.186
01232971748	38.259	128.557
01231327049	36.188	126.893
01232972456	36.125	127.099
01232971377	36.622	127.435
01232973100	36.773	127.638
01232970740	36.304	127.337
01232971465	36.308	127.455
01232972361	35.853	127.106
01232972173	37.059	129.423
01232971290	36.143	127.369
01232971545	36.338	127.427
01232972358	36.809	126.764
01232970833	36.635	127.463
01232971615	35.822	128.72
01232972315	35.839	127.062
01232972120	35.65	127.519
01232972087	35.649	127.519
01232971771	35.813	128.731
01232971873	36.994	127.114
01232973675	37.034	127.605
01232972566	35.379	128.01
01232973021	35.148	126.85
01232972418	35.162	126.915
01232972182	38.206	128.592
01232971224	35.374	128.711
01232972797	35.249	129.012
01232971854	36.632	127.654
01232971495	37.213	128.644
01232973596	36.994	127.595
01232971425	36.648	127.475
01232973206	35.876	128.628
01232972741	34.562	126.938
01232972027	36.32	127.413
01232972994	37.567	126.851
01232971202	36.633	127.488
01232972046	36.363	127.373
01232972478	34.574	127.241
01232972947	36.151	128.31
01232972427	36.451	126.804
01232972624	36.837	126.462
01232973045	37.144	128.68
01232971337	36.451	126.804
01232972572	36.907	127.509
01232970725	34.891	128.611
01232972569	35.832	127.14
01232973126	35.709	128.013
01232971739	37.235	128.328
01232973526	37.281	127.006
01232973279	37.229	128.078
01232971701	36.733	128.107
01232973523	36.01	129.349
01232971728	37.566	126.985
01232972908	34.893	127.13
01232971912	36.367	127.374
01232973183	36.069	129.206
01232972449	34.463	127.454
01232972232	37.479	126.806
01232971319	35.261	128.345
01232973634	36.555	128.757
01232971449	37.184	128.261
01232971627	35.273	128.407
01232972094	35.559	128.261
01232973215	35.273	128.407
01232973739	36.89	128.736
01232971869	37.274	127.042
01232973103	34.395	126.801
01232973091	36.093	128.436
01232971405	36.334	127.412
01232972036	35.859	128.615
01232971318	37.392	126.961
01232971491	35.046	126.843
01232971819	36.288	127.24
01232971894	36.01	129.349
01232973047	35.854	128.573
01232971286	36.561	127.919
01232973286	37.338	128.787
01232971562	36.89	128.736
01232970959	36.298	128.579
01232972115	36.362	127.064
01232971614	37.483	126.773
01232972711	37.534	126.828
01232971353	36.129	127.454
01232972962	34.787	126.382
01232973513	34.797	127.07
01232972742	35.859	128.615
01232971493	36.81	128.624
01232973556	36.809	127.792
01232973471	36.809	127.792
01232972406	35.436	127.53
01232971574	36.611	127.493
01232972766	35.805	127.918
01232973307	37.226	128.816
01232972440	35.329	129.282
01232973034	37.513	126.855
01232972862	35.85	128.478
01232971706	36.27	127.473
01232973213	35.956	128.487
01232972615	35.017	126.637
01232973508	37.536	126.987
01232973531	35.171	129.028
01232972617	37.475	126.645
01232972839	37.564	127.173
01232972216	35.987	128.374
01232970735	37.41	126.911
01232972588	35.168	129.182
01232971445	36.723	127.537
01232972451	35.276	126.512
01232972993	36.936	128.916
01232971310	36.27	127.473
01232972188	35.791	127.43
01232972330	36.198	126.632
01232972244	35.087	129.005
01232972762	35.52	127.726
01232972524	34.459	127.125
01232972594	35.641	128.615
01232972992	37.322	127.963
01232972052	35.155	126.931
01232972898	35.232	128.501
01232971774	35.15	128.832
01232971922	35.52	127.726
01232971442	34.546	126.728
01232972425	35.206	126.873
01232972794	35.463	127.928
01232972431	35.216	126.842
01232973114	34.499	126.889
01232973582	35.822	128.546
01232973446	37.585	127.0
01232971950	37.554	127.019
01232972507	35.19	126.836
01232973139	37.497	126.845
01232973355	34.494	126.8
01232972505	35.133	126.912
01232973132	36.989	127.443
01232972946	37.246	127.057
01232973280	35.145	129.11
01232971225	35.862	128.464
01232972661	37.493	126.488
01232973199	37.268	127.002
01232970989	36.311	126.514
01232972155	37.251	127.029
01232971488	34.941	127.488
01232973323	35.969	126.705
01232972896	37.448	126.738
01232973223	37.484	127.037
01232972933	35.209	129.006
01232972497	36.984	126.92
01232970940	35.262	128.867
01232971427	34.972	127.591
01231328756	34.464	126.673
01232970974	36.038	129.364
01232972645	34.512	127.32
01232973002	35.688	127.918
01232971783	36.979	128.655
01232973161	35.521	126.701
01232971486	34.953	127.524
01232971475	35.197	129.117
01232973274	37.172	129.038
01232971344	34.521	126.609
01232971984	35.396	127.665
01232972214	35.063	126.519
01232971071	35.145	129.11
01232973364	36.588	128.193
01232971258	35.251	128.87
01232971443	37.682	127.045
01232973257	37.366	127.937
01232973603	35.127	129.045
01232972019	37.576	127.057
01232972847	36.682	128.7
01232973049	37.41	127.257
01232972404	35.147	126.916
01232972210	37.499	127.065
01232973187	35.13	129.111
01232972318	35.53	127.542
01232972649	34.529	127.136
01232973113	34.773	126.974
01232972890	35.263	129.016
01232972493	37.623	126.817
01232971708	36.383	126.433
01232970557	36.935	128.325
01232971582	35.243	129.02
01232972785	37.556	126.943
01232971381	35.063	126.519
01232971416	35.019	127.719
01232972727	35.245	128.682
01232973430	37.665	127.043
01232970950	37.682	127.878
01232971890	35.328	127.298
01232973311	35.17	129.174
01232971693	37.269	128.266
01232972590	34.812	126.381
01232971497	36.563	128.718
01232973410	35.184	129.082
01232971304	35.573	129.357
01231328686	35.842	128.616
01232972202	35.47	128.651
01232972944	35.143	126.431
01232972565	36.172	127.781
01232973028	35.187	126.89
01232971302	35.236	128.915
01232973058	35.817	128.532
01232971734	36.788	127.099
01231329560	37.558	128.108
01232973111	36.09	128.358
01232971440	37.26	127.024
01232973492	35.189	129.092
01232972647	36.811	126.579
01232971647	35.083	128.086
01232972811	37.566	126.985
01232972143	36.361	127.141
01232972772	34.409	126.193
01232972525	35.076	129.07
01232973530	34.884	128.623
01232972142	34.801	127.952
01232972669	34.37	126.52
01232973290	35.124	126.878
01232972056	36.359	127.394
01232972787	37.481	126.62
01232972454	34.942	126.609
01232972022	36.259	127.829
01232972079	37.471	126.872
01232970671	35.016	126.711
01231328728	35.313	128.994
01232973087	38.189	128.585
01232971087	35.309	128.516
01232973536	36.563	128.718
01232972329	37.351	126.972
01232971520	37.363	126.945
01232971191	37.085	127.913
01232973574	37.566	126.995
01232972673	35.804	127.114
01232973558	35.056	127.96
01232971271	34.987	126.959
01232973692	37.021	127.5
01232971407	37.543	126.724
01232972157	37.509	127.044
01232972274	35.016	126.711
01232973074	35.963	126.954
01232971456	37.566	126.985
01232971127	34.769	127.08
01232972951	37.624	127.028
01232972238	34.769	127.08
01232971879	35.511	129.43
01232971305	34.962	127.52
01232971845	35.415	127.878
01232973411	36.789	127.001
01232972106	37.482	126.785
01232973275	36.579	128.573
01232971025	34.85	128.591
01232972655	34.803	126.373
01232971165	35.415	127.878
01232973009	35.13	128.972
01232973550	35.223	128.589
01232972071	34.61	127.284
01232971843	36.472	127.133
01232973185	35.882	128.581
01232971842	36.233	126.597
01232971418	36.127	129.166
01232972481	34.677	127.361
01232972387	34.61	127.284
01232973459	34.936	128.078
01232972290	37.66	127.062
01232973142	36.109	128.379
01232973633	37.209	126.815
01232973057	34.887	126.692
01232973538	35.118	129.037
01232973433	37.636	128.555
01232972219	37.486	126.775
01232973677	36.275	127.528
01232973035	35.806	127.124
01232972105	37.635	126.92
01232971118	37.392	126.727
01232971964	37.164	127.373
01232972765	37.596	127.035
01232971451	35.147	129.061
01232973438	36.638	127.435
01232972997	34.169	126.564
01232973121	35.339	126.954
01232972882	35.182	129.204
01231329485	34.803	128.395
01232971846	37.566	126.985
01232973602	36.298	127.566
01232972352	37.647	127.027
01232971379	36.423	126.407
01232971584	35.033	126.718
01232971505	36.83	127.133
01232973613	35.083	128.086
01232970580	36.83	127.133
01232971498	36.609	127.121
01232972392	36.74	127.456
01232971404	34.998	126.709
01232973425	36.298	127.566
01232973212	37.512	128.217
01232971461	37.77	126.7
01232973663	35.235	129.218
01232972292	35.796	127.122
01232971760	37.5	126.739
01232971342	36.078	129.559
01232972466	36.638	127.435
01232972880	37.521	126.861
